ID,Var_ID,Name,Description,ord
SCCS941-4,SCCS941,She modifies her diet ex.avoid eating certain foods,"She modifies her diet, e.g., she avoids eating certain foods",4
SCCS941-5,SCCS941,She modifies her usual domestic or econimic duties,"She modifies her usual domestic or economic duties, e.g., she does not cook she has someone else care for the children",5
SCCS941-6,SCCS941,She modifies her usual mobility,"She modifies her suaul mobility, e.g., she should not leave the settlement, she avoids certain places",6
SCCS941-7,SCCS941,She modifies her usual social relations,"Her usual social relations and/or living arrangements are modifies, e.g., she may not sleep where she usually does, she cannot be near certain people, she must not behave in the usual manner",7
SCCS941-8,SCCS941,She modifiies her participation on social groups & activitie,"She modifies her participation in social groups and activities, e.g., religious events",8
SCCS942-NA,SCCS942,NA,Missing data,99
SCCS942-1,SCCS942,They are to prevent harm to the baby,They are to prevent harm to the baby,1
SCCS942-2,SCCS942,They are to prevent harm to the mother ex difficult delivery,"They are to prevent harm to the mother, e.g, illness, difficult delivery",2
SCCS942-3,SCCS942,They are to prevent harm to the baby adn the mother,"They are to prevent harm to the baby and the mother, e.g., miscarriage, attacks from the spirits, etc",3
SCCS942-4,SCCS942,They are to prevent harm to anyone she comes in contact with,"They are to prevent harm to anyone with whom she comes in contact and/or the social group of which she is a part, e.g., to prevent failure of the crops, to prevent an epidemic",4
SCCS943-NA,SCCS943,NA,Missing data,99
SCCS943-1,SCCS943,No special place is prepared for the birth of the child,No special place is prepared for the birth of the child; the woman gives birth wherever she happens to be,1
SCCS943-2,SCCS943,The woman gives birth in her place of residence,"The woman gives birth in the dwelling where she usually resides, but no special partitions are set up",2
SCCS943-3,SCCS943,The woman gives birth in her residence but in a special room,The woman gives birth in the dwelling where she usually resides but in a partitioned or otherwise demarcated area or room,3
SCCS943-4,SCCS943,The woman gives birth in a area near her residence,"The woman gives birth in an area near the dwelling where she usually resides, e.g., under the dwelling, in a lean-to near the dwelling",4
SCCS943-5,SCCS943,The woman does not give birth in any special dwelling,"The woman does not give birth in a special dwelling but in a place outside of the area where most social activity occurs, e.g., on the fringes or outside of the dwelling area",5
SCCS943-6,SCCS943,She gives birth in a structure constructed for the purpose,"The woman gives birth in a structure explicitly constructed for the purpose, e.g., a birth hut",6
SCCS943-7,SCCS943,The woman gives birth at an affinal relative,The woman does not give birth in her usual residence but in the dwelling of an affinal relative,7
SCCS943-8,SCCS943,The woman gives birth at a consanguineal relative,The woman does not give birth in her usual residence but in the dwelling of a consanguineal relative,8
SCCS944-NA,SCCS944,NA,Missing data,99
SCCS944-1,SCCS944,Temporary matrilocality,Temporary matrilocality,1
SCCS944-2,SCCS944,Permanent matrilocality,Permanent matrilocality,2
SCCS944-3,SCCS944,Ambilicality,Ambilocality,3
SCCS944-4,SCCS944,Neolocality,Neolocality,4
SCCS944-5,SCCS944,Patrilocality,Patrilocality,5
SCCS945-NA,SCCS945,NA,Missing data,99
SCCS945-1,SCCS945,Restrictions are on her to promote safety for the child,"Restrictions are imposed on her to promote the well-being of her child, e.g., she is cared for so that she can produce milk for the baby",1
SCCS945-2,SCCS945,Restrictions are imposed on her to prevent harm to her care,"Restrictions are imposed on her to prevent harm to her and/or to promote her well-being, e.g., other people prepare and bring her food, she does not work, she is indulged",2
SCCS945-3,SCCS945,Restrictions are imposed to prevent harm to her & her baby,Restrictions are imposed to prevent harm to her and her baby,3
SCCS945-4,SCCS945,Restrictions are imposed to prevent harm to those around her,Restrictions are imposed on her to prevent harm to those with whom she comes in contact and/or to prevent harm to her social group,4
SCCS946-NA,SCCS946,NA,Missing data,99
SCCS946-0,SCCS946,0,"Some information, but insufficient to code",0
SCCS946-1,SCCS946,0-7 days,0-7 days,1
SCCS946-2,SCCS946,8-14days,8-14 days,2
SCCS946-3,SCCS946,15-30 days,15-30 days,3
SCCS946-4,SCCS946,31-60 days,31-60 days,4
SCCS946-5,SCCS946,more than two months,more than two months,5
SCCS947-NA,SCCS947,NA,Missing data,99
SCCS947-1,SCCS947,There is no celebration for the mother or child after birth,There is no celebratin for the mother or child after birth,1
SCCS947-2,SCCS947,"There is no celebration after birth, offer congratulations","There is no celebration after birth, but people do come to visit, offer congratulations, etc",2
SCCS947-3,SCCS947,"There is a minor celebration after birth, small meal, drinks","There is a minor celebration after the birth, e.g, a small meal, a few drinks, etc",3
SCCS947-4,SCCS947,"There is moderate amont of celebration after birth, feast","There is a moderate amount of celebration after the birth, e.g., a feast, dancing",4
SCCS947-5,SCCS947,There is an elaborate celebration after the birth,"There is an elaborate celebration after the birth, e.g., elaborate feasting, dancing, many rites performed",5
SCCS948-NA,SCCS948,NA,Missing data,99
SCCS948-0,SCCS948,0,"Some information, but insufficient to code",0
SCCS948-1,SCCS948,Immediately or a few days after delivery,Immediately or a few days after delivery,1
SCCS948-2,SCCS948,After the mother comes out of confinement,After the mother comes out of confinement,2
SCCS948-3,SCCS948,When the baby is named or baptized,When the baby is named or baptized,3
SCCS948-4,SCCS948,When the baby and mother come out of confinement,When the baby and mother come out of confinement,4
SCCS948-5,SCCS948,Other,Other,5
SCCS949-NA,SCCS949,NA,Missing data,99
SCCS949-1,SCCS949,No one is involved in a celebration,No one is involved in a celebration,1
SCCS949-2,SCCS949,The husband's family,The husbands family,2
SCCS949-3,SCCS949,Friends and neighbors,Friends and neighbors,3
SCCS949-4,SCCS949,The wife's kin unit,The wifes kin unit,4
SCCS949-5,SCCS949,"Friends of the H and W and ""relatives""",Friends of the H and W and relatives,5
SCCS949-6,SCCS949,The W's and H's kin units of a group more extensive than fam,The wifes and husbands kin units or relatives of a group more extensive than the family,6
SCCS949-7,SCCS949,"Community or large social, group which the H and W belong","The community or large social, group to which the H and W belong",7
SCCS950-NA,SCCS950,NA,Missing data,99
SCCS950-1,SCCS950,"They want very few children, regardless of sex","They want very few children, regardless of sex",1
SCCS950-2,SCCS950,They prefer to have males ranther than females,"They prefer to have males rather than females, regardless of sex",2
SCCS950-3,SCCS950,"They prefer to have females rather than males, regardless #","They prefer to have females rather than males, regardless of number",3
SCCS950-4,SCCS950,"Either sex is acceptable,  healthy child wanted","Either sex is acceptable, e.g., the father wants a boy, the mother wants a girl, or they dont care as long as the child is healthy",4
SCCS950-5,SCCS950,"They prefer a large number of children, regardless of sex","They prefer a large number of children, regardless of their sex",5
SCCS951-NA,SCCS951,NA,Missing data,99
SCCS951-2,SCCS951,Barrenness is regarded as an unfortunate physical condition,Barrenness is regarded as an unfortunate physical condition that has befallen a woman through no fault of her own,2
SCCS951-3,SCCS951,Barrenness is regarded as the fault of others who has malice,"Barrenness is regarded as the fault of others who bear malice towards the woman, e.g., witches",3
SCCS951-4,SCCS951,Barrenness is regarded as the fault of other who break taboo,Barrenness is regarded as the fault of others who break taboos that have ramifications for her fertility,4
SCCS951-5,SCCS951,Barenness is regarded as the fault of supernatural forces,Barrenness is regarded as the fault of supernatural forces or supernatural beings who are generally malevolent,5
SCCS951-6,SCCS951,Barrenness is regarded as fault to the woman being punished,Barrenness is regarded as the fault of the woman who is being punished for committing some offense which is not sexual in nature,6
SCCS951-7,SCCS951,Barrenness is regarded as a punishment tto a woman,"Barrenness is regarded as punishment to a woman who has committed some sexual offense, e.g., adultery, incest",7
SCCS952-NA,SCCS952,NA,Missing data,99
SCCS952-1,SCCS952,No penalties are reported,No penalties are reported,1
SCCS952-2,SCCS952,Remedies are actively sought to correct the condition,"Remedies are actively sought to correct the condition, e.g., amulets, potions, ceremonies",2
SCCS952-3,SCCS952,Provision is made for a child by adoption for fosterage,Provision is made for a child by adoption for fosterage,3
SCCS952-4,SCCS952,"Provision tis made for a child, H takind 2nd wife",Provision is made for a child by the husband taking an additional wife to bear children or by the wife getting another woman to bear children for her husband,4
SCCS952-5,SCCS952,The woman's husband can or does divorce her,The womans husband can or does divorce her,5
SCCS952-6,SCCS952,The woman is ostracized b/c she has no children,"The woman is ostracized because she has no children, e.g., jokes are made about her. She is given a subsidiary role in domestic tasks",6
SCCS953-NA,SCCS953,NA,Missing data,99
SCCS953-1,SCCS953,No contraception is known about or used,No contraception is known about or used,1
SCCS953-2,SCCS953,"Contraception is present, but there is no info on the method","Contraception is present, but there is no information on the method",2
SCCS953-3,SCCS953,There is a rudimentary form of contraception,"There is a rudimentary form of contraception, e.g., abstention when the woman is thought most likely to conceive, coitus interruptus",3
SCCS953-4,SCCS953,Contraception is present by implication,"Contraception is present by implication, e.g., a long post-partum sex taboos or abstention while nursing",4
SCCS953-5,SCCS953,There is a long post-partum sex taboos & rudimentary contra.,There is a long post-partum sex taboos and rudimentary contraception,5
SCCS953-6,SCCS953,There is a long post-partum sex taboos & the woman practice,There is a long post-partum sex taboos and the woman practices some intentional form of contraception,6
SCCS953-7,SCCS953,The woman is primarily responsible for contraception,"The woman is primarily responsible for contraception, e.g., she has knowledge of rites she can perform to prevent offspring or she has knowledge of rites she can perform to prevent offspring or she swallows a drug",7
SCCS954-NA,SCCS954,NA,Missing data,99
SCCS954-1,SCCS954,Occurs but no data on Frequency,"Abortions occur, but there is no information on frequency",1
SCCS954-2,SCCS954,Permit & Frequent,Abortions are permitted and occur frequently,2
SCCS954-4,SCCS954,Disapprov & Occur,"Abortions are disapproved of but do occur. If they are infrequent and there is no information on approval, code in this category",4
SCCS954-5,SCCS954,Disapprov & Rare,Abortions are strongly disapproved of and occur rarely or never,5
SCCS955-NA,SCCS955,NA,Missing data,99
SCCS955-1,SCCS955,No Abortions,No abortions,1
SCCS955-2,SCCS955,Concern for Mother,"Concern for the psychological or pgysical state of the mother, e.g., she does not want more children, she is concerned about her beauty, or she does not want to lose her husband",2
SCCS955-3,SCCS955,Revenge on Husband,"Revenge, e.g., the woman is angry with her husband",3
SCCS955-4,SCCS955,Concern for Child,"Concern for the childs welfare, e.g., the mother is nursing another which would leave no milk for another, or the couple cannot afford more children",4
SCCS955-5,SCCS955,Out of Wedlock,The child was conceived out of wedlock,5
SCCS955-6,SCCS955,Illicit Relationship,"The child was conceived in an illicit sexual relationship, e.g., adulterous, incestuous, or with a man of the wrong social class or ethnic group",6
SCCS955-7,SCCS955,Other,Other,7
SCCS956-NA,SCCS956,NA,Missing data,99
SCCS956-1,SCCS956,Occurs but no data,"Infanticide occurs, but there is no information on frequency",1
SCCS956-2,SCCS956,Premit & Frequent,Infanticide is permitted and occurs frequently,2
SCCS956-3,SCCS956,Permit & Infrequent,Infanticide is permitted and occurs infrequently,3
SCCS956-4,SCCS956,Disapprov & Occurs,"Infanticide is disapproved of but does occur. If it occurs, and there is no information on approval, code here",4
SCCS956-5,SCCS956,Disapprov & no Occur,Infanticide is disapproved and does not occur,5
SCCS957-NA,SCCS957,NA,Missing data,99
SCCS957-1,SCCS957,No Infanticide,No infanticide,1
SCCS957-2,SCCS957,Mother's Welfare,"The mothers welfare, e.g., she does not want more children, she is afraid of losing her charms, etc",2
SCCS957-3,SCCS957,Revenge on Husband,"Revenge, e.g., due to argument with husband",3
SCCS957-4,SCCS957,Child's Welfare,"Concern for the childs welfare, e.g., the couple cannot support more children or there is ni one to suckle the child",4
SCCS957-5,SCCS957,Child Deformed,"The child was born in an unusual position, exhibited some unusual behavior or physical trait at birth, or was deformed, e.g., hair was already present on the child, or the child was born feet first",5
SCCS957-6,SCCS957,Multiple Birth,The child was one of a multiple birth,6
SCCS957-7,SCCS957,Female Child,The child was a female,7
SCCS957-8,SCCS957,Illicit Relationship,"The child was born of an illicit sexual relationship, i.e., premarital, adulterous, or incestuous",8
SCCS957-9,SCCS957,Other,Other,9
SCCS958-NA,SCCS958,NA,Missing data,99
SCCS958-1,SCCS958,Not during menstruation,It cannot occur during menstruation,1
SCCS958-2,SCCS958,Not for a period after childbirth or during pregnancy,It cannot occur for some period after childbirth whether because of nursing or a postpartum sex taboo and/or during pregnancy,2
SCCS958-3,SCCS958,"Not during menstruation, pregnancy or after child birth",It cannot occur during mensturation and after childbirth and/or during pregnancy,3
SCCS958-4,SCCS958,"Not occur before, during, or after life cycle events","It cannot occur before, during, or after life cycle events, e.g., after the death of a spouse or at initiation",4
SCCS958-6,SCCS958,"Not before, during, and/or after a military expedition","It cannot occur before, during, and/or after a military expedition",6
SCCS958-7,SCCS958,"Not before, during, or after a major economic activity","It cannot occur before, during and/or after a major economic activity and/or a manufacturing operation",7
SCCS958-8,SCCS958,"Not occur before, during and/or after a ritual program","It cannot occur before, during and/or after a ritual program of some sort, e.g., days of abstinence of power seeking",8
SCCS958-9,SCCS958,"It cannot occur before, during and/or after non-life cycle","It cannot occur before, during and/or after non-life cycle ceremonial events, e.g., harvest festivals",9
SCCS959-NA,SCCS959,NA,Missing data,99
SCCS959-1,SCCS959,No extention beyond the nuclear family is reported,"No extension beyond the nuclear family is reported. Note in the comments if the strongest prohibition in the family is Br-Si, Mo-So, or Fa-Dau",1
SCCS959-2,SCCS959,Bilateral extensions by cross or parallel cousins,Bilateral extensions by cross or parallel cousins,2
SCCS959-3,SCCS959,Bilateral extension by degree of cousinage from ego,Bilateral extension by degree of cousinage from ego,3
SCCS959-4,SCCS959,Other,Other,4
SCCS959-5,SCCS959,"Matrilineal extensions, with or without other bilateral ext.","Matrilineal extensions, with or without other bilateral extensions",5
SCCS959-6,SCCS959,"Patrilineal extentions, with or w/out other bilateral exten.","Patrilineal extensions, with or without other bilateral extensions",6
SCCS959-7,SCCS959,Extensions based on nonkinship considerations,"Extensions based on nonkinship considerations, e.g., ritual bonds, household composition, locality, or social class",7
SCCS960-NA,SCCS960,NA,Missing data,99
SCCS960-1,SCCS960,None or mild punishment,"None or mild punishment, e.g., ostracism or a fine",1
SCCS960-2,SCCS960,Moderate punishment,"Moderate punishment, e.g., offenders meet with misfortune such as sickness or bad luck",2
SCCS960-3,SCCS960,Severe punishment,"Severe punishment, e.g., death, barrenness, or expulsion from the community",3
SCCS960-4,SCCS960,Punishment ot others than the offenders,"Punishment to others than the offenders, e.g., their family or kin group",4
SCCS960-5,SCCS960,Punishment ot the total social group,"Punishment to the total social group, e.g., an epidemic or crop failure in the community",5
SCCS960-6,SCCS960,Punishment that affects the offenders and their social group,"Punishment that affects the offenders as well as their social group, i.e., category `2` or `3` in combination with `5` category",6
SCCS961-NA,SCCS961,NA,Missing data,99
SCCS961-1,SCCS961,It is permitted for both sexes,It is permitted for both sexes,1
SCCS961-2,SCCS961,It is permitted for both but in limited contexts,"It is permitted for both but in limited contexts, e.g., with prostitutes or as part of a ceremony",2
SCCS961-3,SCCS961,It is permitted and not punished unless pregnancy results,It is permitted and not punished unless pregnancy results,3
SCCS961-4,SCCS961,It is permitted for males but not females,It is permitted for males but no females,4
SCCS961-5,SCCS961,Premarital relations are disaproved but not infrequent fact,Premarital relations are disapproved but no infrequent in fact,5
SCCS961-6,SCCS961,"Insistence on virginity for the woman, no info on male",Insistence on virginity for the woman. There is no information on restrictions on the male,6
SCCS961-7,SCCS961,Premarital relations are strongly disapproved and rare,Premarital relations are strongly disapproved and rare,7
SCCS962-NA,SCCS962,NA,Missing data,99
SCCS962-1,SCCS962,Neither she nor her partner face punishment,Neither she nor her partner face punishment,1
SCCS962-2,SCCS962,"Her partner is punished, but she is not","Her partner is punished, but she is not",2
SCCS962-3,SCCS962,Mild punishment for the women,"Mild punishment for the women, e.g., temporary ostracism",3
SCCS962-4,SCCS962,Moderate punishment for the woman,"Moderate punishment for the woman, e.g., marriage is more difficult or physical punishment",4
SCCS962-5,SCCS962,"Severe punishment, banished from social group or killed","Severe punishment, e.g., banishment from her social group, or she is killed",5
SCCS962-6,SCCS962,6,"[Kenuzi, Gheg, Kurd, Manus, Mbau] - Severe or killed ?",6
SCCS963-NA,SCCS963,NA,Missing data,99
SCCS963-1,SCCS963,Permitted for both H and W,Permitted for both H and W,1
SCCS963-2,SCCS963,Permitted for both but in limited context,"Permitted for both but only in limited contexts, e.g., with particular relatives of the spouse, ceremonial license",2
SCCS963-3,SCCS963,Permitted and not punished unless pregnancy results,Permitted and not punished unless pregnancy results,3
SCCS963-4,SCCS963,Permitted for the husband but not for the wife,Permitted for the husband but not for the wife,4
SCCS963-5,SCCS963,Weakly prohibited,"Weakly prohibited, e.g., frequent violations or weak punishment",5
SCCS963-6,SCCS963,Strongly prohibited,"Strongly prohibited, e.g., occurs rarely or severe punishment",6
SCCS964-NA,SCCS964,NA,Missing data,99
SCCS964-1,SCCS964,No or mild punishment,"No punishment or mild punishment, e.g., a warning or a fine",1
SCCS964-2,SCCS964,Generally mild punishment,"Generally mild punishment, but she can be killed for it",2
SCCS964-3,SCCS964,"Moderate punishment, beating or incarceration","Moderate punishment, e.g., a beating or incarceration",3
SCCS964-4,SCCS964,"Generally moderate punishment, she can be killed or divorced","Generally moderate punishment, but she can be killed or divorced for it",4
SCCS964-5,SCCS964,The woman is divorced,The woman is divorced,5
SCCS964-6,SCCS964,"She is generally divorced, but can be killed for it","She is generally divorced, but she can be killed for it",6
SCCS964-7,SCCS964,"Severe punishment, permanent physical damage, or killed","Severe punishment, e.g., permanent physical damage, but she can be killed or divorced for it",7
SCCS964-8,SCCS964,The woman is killed or commits suicide,The woman is killed or commits suicide,8
SCCS965-NA,SCCS965,NA,Missing data,99
SCCS965-2,SCCS965,Only the lover is punished,Only the lover is punished,2
SCCS965-3,SCCS965,"Both the lover and the woman is punished, the man is worse","Both the woman and her lover are punished, but the lover is punished more severely than the woman",3
SCCS965-4,SCCS965,Both the man and the woman are equally punished,Both the woman and her lover are punished by almost equally severe punishment,4
SCCS965-5,SCCS965,"Both the woman and her lover are punished, woman more severe","Both the woman and her lover are punished, but the woman is punished more severely than her lover",5
SCCS965-6,SCCS965,Only the woman is punished,Only the woman is punished,6
SCCS966-NA,SCCS966,NA,Missing data,99
SCCS966-0,SCCS966,0,"Some information, but insufficient to code",0
SCCS966-1,SCCS966,No punishment for the women,No punishment for the women,1
SCCS966-2,SCCS966,The husband punishes his wife and/or her lover,"The husband punishes his wife and/or her lover, if the wife is not punished",2
SCCS966-4,SCCS966,A representative of the wife's family punishes her,A representative of the family or kin group of the wife punishes her,4
SCCS966-5,SCCS966,The community as a whole or its representative punishes her,The community as a whole or its representative punishes her,5
SCCS966-6,SCCS966,Supernatural  consequences fall upon the woman,"Supernatural consequences fall upon the woman, e.g., mystical retribution or punishment by the ancestral gods",6
SCCS967-NA,SCCS967,NA,Missing data,99
SCCS967-1,SCCS967,Under 12 years,Under 12 years,1
SCCS967-2,SCCS967,12-15 years,"12-15 years (if the source says that boys or girls marry at puberty, code it here)",2
SCCS967-3,SCCS967,16-17 years,16-17 years,3
SCCS967-4,SCCS967,18-21 years,18-21 years,4
SCCS967-5,SCCS967,22-25 years,22-25 years,5
SCCS967-6,SCCS967,26 years and older,26 years and older,6
SCCS968-NA,SCCS968,NA,Missing data,99
SCCS968-2,SCCS968,12-15 years,"12-15 years (if the source says that boys or girls marry at puberty, code it here)",2
SCCS968-3,SCCS968,16-17 years,16-17 years,3
SCCS968-4,SCCS968,18-21 years,18-21 years,4
SCCS968-5,SCCS968,22-25 years,22-25 years,5
SCCS968-6,SCCS968,26 years and older,26 years and older,6
SCCS969-NA,SCCS969,NA,Missing data,99
SCCS969-1,SCCS969,"Bilateral considerations, including not marrying a relative","Bilateral considerations, including not marrying a relative",1
SCCS969-2,SCCS969,"Bilateral consideration, specifically cross&parrallel cousin","Bilateral considerations, specifically cross and parallel cousins",2
SCCS969-3,SCCS969,Kinship of a matrilineal or matrilateral nature,Kinship of a matrilineal or matrilateral nature,3
SCCS969-4,SCCS969,Kinship of a patrilineal or patrilateral nature,Kinship of a patrilineal or patrilateral nature,4
SCCS969-5,SCCS969,Locality where the potential spouse belongs,Locality where the potential spouse lives,5
SCCS969-7,SCCS969,The age or generation of the potential spouse,The age or generation of the potential spouse,7
SCCS969-8,SCCS969,The status of the potential spouse,The status of the potential spouse,8
SCCS970-NA,SCCS970,NA,Missing data,99
SCCS970-1,SCCS970,The bride's family or a relative of the bride,The brides family or a relative of the bride,1
SCCS970-2,SCCS970,The bride's and groom's family,The brides and grooms families,2
SCCS970-3,SCCS970,The groom's kin group and the bride's family,The grooms kin group and the brides family,3
SCCS970-5,SCCS970,The kin groups of the bride and groom,The kin groups of the bride and groom,5
SCCS971-NA,SCCS971,NA,Missing data,99
SCCS971-1,SCCS971,Propective spouse's consent is necessay,"Propective spouses consent is necessary, i.e., the marriage cannot take place without it",1
SCCS971-2,SCCS971,The prospective spouse is consulted,The prospective spouse is consulted,2
SCCS971-3,SCCS971,The prospective spouse is not consulted,The prospective spouse is not consulted,3
SCCS972-NA,SCCS972,NA,Missing data,99
SCCS972-1,SCCS972,Propective spouse's consent is necessary,"Propective spouses consent is necessary, i.e., the marriage cannot take place without it",1
SCCS972-2,SCCS972,The prospective spouse is consulted,The prospective spouse is consulted,2
SCCS972-3,SCCS972,The prospective spouse is not consulted,The prospective spouse is not consulted,3
SCCS973-NA,SCCS973,NA,Missing data,99
SCCS973-1,SCCS973,No celebration,There is no celebration,1
SCCS973-2,SCCS973, Small celebration,"There is a small celebration, e.g., a minor acknowledgement or exchange of gifts",2
SCCS973-3,SCCS973,Moderate celebration,"There is a moderate celebration, e.g., a feast, dancing, dramatic performances, or extensive gift exchange",3
SCCS973-4,SCCS973,Elaborate celebration,"There is an elaborate celebration, e.g., it lasts a long period of time, is characterized by lavish dress, has elaborate performances, etc",4
SCCS974-NA,SCCS974,NA,Missing data,99
SCCS974-1,SCCS974,Friends of the couple,Friends of the couple,1
SCCS974-2,SCCS974,Family of the bride & groom,The family of the bride or the groom,2
SCCS974-3,SCCS974,Kin group of the bride or groom,The kin group of the bride or groom,3
SCCS974-4,SCCS974,Families of the bride & groom,The families of the bride and groom,4
SCCS974-5,SCCS974,"Kin groups or ""relatives"" of the bride & groom",The kin groups or relatives of the bride and groom,5
SCCS974-7,SCCS974,7,The community,7
SCCS975-NA,SCCS975,NA,Missing data,99
SCCS975-1,SCCS975,RIghts concerning priority of sxual access,Rights concerning priority of sexual access,1
SCCS975-2,SCCS975,Rights concerning offspring,Rights concerning offspring,2
SCCS975-3,SCCS975,Rights concerning choice of residence,Rights concerning choice of residence,3
SCCS975-4,SCCS975,Rights concerning domestic services,Rights concerning domestic services,4
SCCS975-5,SCCS975,Rights concerning choice of resident & economic labor,Rights concerning economic labor,5
SCCS975-6,SCCS975,6,Rights concerning choice of residence and economic labor,6
SCCS976-NA,SCCS976,NA,Missing data,99
SCCS976-1,SCCS976,Rights concerning proirity of sexual access,Rights concerning priority of sexual access,1
SCCS976-2,SCCS976,Rights concerning offspring,Rights concerning offspring,2
SCCS976-3,SCCS976,Rights concerning choice of residence,Rights concerning choice of residence,3
SCCS976-5,SCCS976,Rights concerning economic labor,Rights concerning economic labor,5
SCCS976-6,SCCS976,Rights concerning choice of residence & economic labor,Rights concerning choice of residence and economic labor,6
SCCS977-NA,SCCS977,NA,Missing data,99
SCCS977-1,SCCS977,After children or children of the appropriate sex are born,After children or children of the appropriate sex are born,1
SCCS977-2,SCCS977,After cohabitation & the birht of children,After cohabitation and the birth of children,2
SCCS977-3,SCCS977,After cohabitation,After cohabitation,3
SCCS977-4,SCCS977,After children are born & after bride price is paid,After children are born and after bride price is paid,4
SCCS977-5,SCCS977,After a marriage ceremony,After a marriage ceremony,5
SCCS977-6,SCCS977,After bride-price has been paid,After bride-price has been paid,6
SCCS978-NA,SCCS978,NA,Missing data,99
SCCS978-1,SCCS978,There is no divorce,There is no divorce,1
SCCS978-2,SCCS978,Reproductive problems,"Reproductive problems, e.g., barrenness or impotence",2
SCCS978-3,SCCS978,Illicit sexual relationship,"Illicit sexual relationship, e.g., adultery",3
SCCS978-4,SCCS978,Physical violence,"Physical violence, e.g., beatings",4
SCCS978-5,SCCS978,Incompatibility with affines,Incompatibility,5
SCCS978-6,SCCS978,Desertion or ectreme neglect,Desertion or extreme neglect,6
SCCS978-7,SCCS978,Incompatibility with affines_duplicated_7,Incompatibility with affines,7
SCCS978-8,SCCS978,Failure in economic or domestic duties,"Failure in economic or domestic duties, e.g., laziness, poor provider or nonpayment of marriage payments",8
SCCS978-9,SCCS978,9,"None or trivial grounds, e.g., another woman or man is more desirable or he or she does not like his or her current spouse",9
SCCS979-NA,SCCS979,NA,Missing data,99
SCCS979-1,SCCS979,There is no divorce,There is no divorce,1
SCCS979-2,SCCS979,Reproductive problems,"Reproductive problems, e.g., barrenness or impotence",2
SCCS979-3,SCCS979,Illicit sexual relationship,"Illicit sexual relationship, e.g., adultery",3
SCCS979-5,SCCS979,Incompatibility,Incompatibility,5
SCCS979-6,SCCS979,Desertion or extreme neglect,Desertion or extreme neglect,6
SCCS979-7,SCCS979,Incompatibility with affines,Incompatibility with affines,7
SCCS979-8,SCCS979,Failure in economic or domestic duties,"Failure in economic or domestic duties, e.g., laziness, poor provider or nonpayment of marriage payments",8
SCCS979-9,SCCS979,None or trival grounds,"None or trivial grounds, e.g., another woman or man is more desirable or he or she does not like his or her current spouse",9
SCCS980-NA,SCCS980,NA,Missing data,99
SCCS980-1,SCCS980,Divorce is allowed for both H and W,Divorce is allowed for both the H and W,1
SCCS980-2,SCCS980,Divorce is more difficult for a man to obtain,Divorce is more difficult for a man to obtain. There is a prohibition against his obtaining one or a low frequency of men who obtain a divorce,2
SCCS980-3,SCCS980,Divorce is difficult and/or has a low frequenct for both H&W,Divorce is difficult and/or has a low frequency for both men and women,3
SCCS980-4,SCCS980,Divorce is more difficult for the wife to obtain,Divorce is more difficult for the wife to obtain. There is a prohibition against her obtaining one or a low frequency of wives obtaining a divorce,4
SCCS981-NA,SCCS981,NA,Missing data,99
SCCS981-1,SCCS981,No Divorce,No divorce,1
SCCS981-2,SCCS981,Wife keeps all the children,The wife keeps all of the children,2
SCCS981-3,SCCS981,Custody of chidren depend on age and who they wan to be with,"Who has custody of the children depends on the age and/or wishes of the children, e.g., the mother may take the infants",3
SCCS981-4,SCCS981,Each spouse has custody of some of the children,"Each spouse has custody of some of the children, e.g., the wife keeps the girls and the husband the boys",4
SCCS981-5,SCCS981,Custudy depend on the circumstances of the divorce,Custody of the children depends on the circumstances of the divorce,5
SCCS981-6,SCCS981,THe husband has custody of all of the children,The husband has custody of all of the children,6
SCCS982-NA,SCCS982,NA,Missing data,99
SCCS982-1,SCCS982,Both H and W may remarry,Both the H and W may remarry,1
SCCS982-2,SCCS982,"Both the H and W may remarry, but easier for H","Both the H and W may remarry, but it is easier for the H",2
SCCS982-3,SCCS982,It is difficult for both the H and W to remarry after divorc,It is difficult for both the H and W to remarry after divorce,3
SCCS982-4,SCCS982,No Divorce,No divorce,4
SCCS983-NA,SCCS983,NA,Missing data,99
SCCS983-1,SCCS983,There is no divorce,There is no divorce,1
SCCS983-2,SCCS983,"No financial transactiond occur after a divorce, equal share","No financial transactions occur after a divorce, or there is an equal division of property",2
SCCS983-3,SCCS983,The H or his kin pay compensation,The H or his kin pay compensation,3
SCCS983-4,SCCS983,The transictiond that occur depend on the circumstances,The transactions that occur depend on the circumstances of the divorce,4
SCCS983-6,SCCS983,The wife and/or her kin group pay compensation,"The wife and/or her kin group pay compensation, e.g., return brideprice",6
SCCS984-NA,SCCS984,NA,Missing data,99
SCCS984-1,SCCS984,She may remarry anyone she chooses,She may marry anyone she chooses,1
SCCS984-2,SCCS984,May remarry but often chooses not to,"She may remarry but often chooses not to, e.g., she would suffer financial loss or her children can care for her",2
SCCS984-4,SCCS984,"May remarry, 1st priority is to husband kin","She may remarry, but first priority is given to marrying a specific relative of her husbands or someone chosen by her husbands kin group, e.g., levirate",4
SCCS984-5,SCCS984,"May remarry, most be husband relative, or chosen by H kin",She must marry a specific relative of the husbands or someone chosen by her husbands kin group or not remarry,5
SCCS984-6,SCCS984,She may not remarry,She may not remarry,6
SCCS985-NA,SCCS985,NA,Missing data,99
SCCS985-0,SCCS985,0,"Some information, but insufficient to code",0
SCCS985-1,SCCS985,0-6 months,0-6 months,1
