"SCCS ID","SCCS Name","SCCS Date","SCCS Note","EA ID","EA Name","EA Date","EA Note","EA Summary ID","EA Summary Name","EA Summary Date","EA Summary Note","AWC ID","AWC Name","AWC Date","AWC Note","SRS","PSF Cluster No","PSF Cluster Name","SES Name","WES Name","Fiche ID","Fiche Name","Fiche Source","Fiche Note","eHRAF ID","eHRAF Name","eHRAF Source","Culture Name","Start Date","End Date","Community Name","District Name","Focus Note","Region Code","Culture Area","Countries","Population (in thousands)","Population Year","Population Note","Language Name","Language Code","Language Note","Ethnonyms"
"None","None","None","None","Nh03","Navaho","1930","None","Nh03","Navaho","1930","None","N21a","Navaho","1940","None","0","None","None","Navaho","None","NT13","Navaho","1,2,4,8,46,47,51,52,53,54,55,56,57,58,59,60,61,62,63,64(partial),66(partial),74(partial),95(partial),118,130, 192(partial),213(partial),225(partial)","None","NT13","Navajo","http://ehrafworldcultures.yale.edu/document?id=nt13-001
http://ehrafworldcultures.yale.edu/document?id=nt13-002
http://ehrafworldcultures.yale.edu/document?id=nt13-004
http://ehrafworldcultures.yale.edu/document?id=nt13-006 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-007 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-008
http://ehrafworldcultures.yale.edu/document?id=nt13-009 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-046
http://ehrafworldcultures.yale.edu/document?id=nt13-047
http://ehrafworldcultures.yale.edu/document?id=nt13-051
http://ehrafworldcultures.yale.edu/document?id=nt13-052
http://ehrafworldcultures.yale.edu/document?id=nt13-053
http://ehrafworldcultures.yale.edu/document?id=nt13-054
http://ehrafworldcultures.yale.edu/document?id=nt13-055
http://ehrafworldcultures.yale.edu/document?id=nt13-056
http://ehrafworldcultures.yale.edu/document?id=nt13-058
http://ehrafworldcultures.yale.edu/document?id=nt13-059
http://ehrafworldcultures.yale.edu/document?id=nt13-060
http://ehrafworldcultures.yale.edu/document?id=nt13-061
http://ehrafworldcultures.yale.edu/document?id=nt13-062
http://ehrafworldcultures.yale.edu/document?id=nt13-063
http://ehrafworldcultures.yale.edu/document?id=nt13-064 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-066 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-074 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-095 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-118
http://ehrafworldcultures.yale.edu/document?id=nt13-130
http://ehrafworldcultures.yale.edu/document?id=nt13-192 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-213 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-225 (partial)
","Navaho","1930","1930","Ramah","None","None","NA","None","United States","50.0","1923","See 146:332. The figure listed above comes from the period 1923-1929.","Navaho","NAV","None","American Indians (Navajo),Apaches de Nabajú,Apaches de Navajó,Dine,Dineh,Dinneh,Diné,Indians (Navajo),Nabajo,Nabaju,Native Americans (Navajo),Navaho,Navajo Indians,Navajó"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","NT13","Navaho","34,51,52,53,54,55,56,57,58,59,60,61,62,63,64(partial),66(partial),95(partial),145,192(partial),213(partial),214,216,217,225(partial)","None","NT13","Navajo","http://ehrafworldcultures.yale.edu/document?id=nt13-001 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-002 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-006 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-009 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-034
http://ehrafworldcultures.yale.edu/document?id=nt13-051
http://ehrafworldcultures.yale.edu/document?id=nt13-052
http://ehrafworldcultures.yale.edu/document?id=nt13-053
http://ehrafworldcultures.yale.edu/document?id=nt13-054
http://ehrafworldcultures.yale.edu/document?id=nt13-055
http://ehrafworldcultures.yale.edu/document?id=nt13-056
http://ehrafworldcultures.yale.edu/document?id=nt13-058
http://ehrafworldcultures.yale.edu/document?id=nt13-059
http://ehrafworldcultures.yale.edu/document?id=nt13-060
http://ehrafworldcultures.yale.edu/document?id=nt13-061
http://ehrafworldcultures.yale.edu/document?id=nt13-062
http://ehrafworldcultures.yale.edu/document?id=nt13-063
http://ehrafworldcultures.yale.edu/document?id=nt13-064 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-066 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-095 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-145
http://ehrafworldcultures.yale.edu/document?id=nt13-192 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-213 (partial)
http://ehrafworldcultures.yale.edu/document?id=nt13-214
http://ehrafworldcultures.yale.edu/document?id=nt13-216
http://ehrafworldcultures.yale.edu/document?id=nt13-217
http://ehrafworldcultures.yale.edu/document?id=nt13-225 (partial)
","Navaho","1940","1940","Ramah","None","None","NA","None","United States","50.0","1940","None","Navaho","NAV","None","American Indians (Navajo),Apaches de Nabajú,Apaches de Navajó,Dine,Dineh,Dinneh,Diné,Indians (Navajo),Nabajo,Nabaju,Native Americans (Navajo),Navaho,Navajo Indians,Navajó"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Navaho","None","None","None","None","None","None","None","Navaho","9999","9999","None","None","None","NA","None","United States","0.0","0","None","Navaho","NAV","None",""
"None","None","None","None","Na43","Netsilik","1920","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Netsilik","1920","1920","None","None","None","NA","Eskimo and Inuit","Canada","0.0","0","None","Inuit, Eastern Arctic","ESB","None",""
"None","None","None","None","Cf01","New Englanders","1920","None","Cf01","New Englanders","1920","None","C17a","New Englanders","1920","None","0","None","None","None","None","None","None","None","None","None","None","None","New Englanders","1920","1920","Small City in Connecticut","None","None","NA","None","United States","0.0","0","None","English","ENG","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Americans(New England)","None","None","None","None","None","None","None","New Englanders","9999","9999","None","None","None","NA","None","United States","0.0","0","None","English","ENG","None",""
"None","None","None","None","Nd20","Nez Perce","1850","None","Nd20","Nez Perce","1850","None","N13b","Nez Perce","1850","None","0","None","None","None","None","None","None","None","None","None","None","None","Nez Perce","1850","1850","None","None","Special reference is made to the Idaho bands.","NA","None","United States","6.0","1800","None","Nez Perce","NEZ","None",""
"None","None","None","None","Nc13","Nisenan","1850","None","Nc13","Nisenan","1850","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Nisenan","1850","1850","None","None","None","NA","None","United States","0.0","0","None","Maidu","MAI","None",""
"None","None","None","None","Nc01","Nomlaki","1850","None","Nc01","Nomlaki","1850","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Nomlaki","1850","1850","None","None","None","NA","None","United States","0.3","1954","None","Wintu","WIT","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Wintun(Nomlaki)","None","None","None","None","None","None","None","Nomlaki","9999","9999","None","None","None","NA","None","United States","0.0","0","None","Not Found","000","None",""
"None","None","None","None","Nb11","Nootka","1880","None","Nb11","Nootka","1880","None","N06d","Nootka","1860","None","0","None","None","None","None","NE11","Nootka","1,11,14(partial)","None","NE11","Nuu-chah-nulth","http://ehrafworldcultures.yale.edu/document?id=ne11-001
http://ehrafworldcultures.yale.edu/document?id=ne11-011
","Nootka","1880","1880","None","None","None","NA","None","Canada; United States","1.1","1870","Source  is HRAF 18:Ernst,  p. 64, re: Clayoquot tribe.","Nootka","NOO","None","Aht Indians,Makah,Nitinat,Nootka,Noutka,Nutka,Nuu-Chah-Nulth,Nuuchahnulth,Westcoast People"
"None","None","None","None","Nb24","Makah","1860","None","Nb24","Makah","1860","None","None","None","None","None","0","None","None","None","None","NE11","Nootka","2(partial),3,19(partial)","None","NE11","Nuu-chah-nulth","http://ehrafworldcultures.yale.edu/document?id=ne11-001 (partial)
http://ehrafworldcultures.yale.edu/document?id=ne11-002 (partial)
http://ehrafworldcultures.yale.edu/document?id=ne11-003
http://ehrafworldcultures.yale.edu/document?id=ne11-019 (partial)
","Nootka","1860","1860","None","Makah tribe","Ethnography, observations.","NA","None","Canada; United States","0.6","1861","Makah tribe.","Nootka","NOO","None","Aht Indians,Makah,Nitinat,Nootka,Noutka,Nutka,Nuu-Chah-Nulth,Nuuchahnulth,Westcoast People"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","NE11","Nootka","2,10,18(partial),19(partial)","None","NE11","Nuu-chah-nulth","http://ehrafworldcultures.yale.edu/document?id=ne11-001 (partial)
http://ehrafworldcultures.yale.edu/document?id=ne11-002
http://ehrafworldcultures.yale.edu/document?id=ne11-010
","Nootka","1940","1940","None","Makah tribe","Observation ethnography.","NA","None","Canada; United States","0.4","1939","Source is HRAF 2:Colson (Makah tribe)","Nootka","NOO","None","Aht Indians,Makah,Nitinat,Nootka,Noutka,Nutka,Nuu-Chah-Nulth,Nuuchahnulth,Westcoast People"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Nootka","None","None","None","None","None","None","None","Nootka","9999","9999","None","None","None","NA","None","Canada","0.0","0","None","Nootka","NOO","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Basques(Labourd)","None","None","None","None","None","None","None","North American Basques","9999","9999","None","None","None","NA","None","Canada; United States","43.0","1991","None","Basque","BSQ","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","N008","North American Rom","3,10","None","N008","North American Rom","","North American Rom","1968","1968","Barvale Calif.","None","None","NA","None","United States","0.0","0","None","Romani, Vlach","RMY","None","Arxentinuya,Grekuya,Gypsies (North American),Gypsy (North American),Immigrants (North American Gypsies),Kalderas,Kalderash,Louara,Lovara,Machwaya,Macwaya,Meksikaya,North American Rom,Poshrat,Rom,Roma,Romani,Romany,Romnichai,Rusuya,Travelers"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","N008","North American Rom","4,13","None","N008","North American Rom","","North American Rom","9999","9999","New York City","None","None","NA","None","United States","0.0","0","None","Romani, Vlach","RMY","None","Arxentinuya,Grekuya,Gypsies (North American),Gypsy (North American),Immigrants (North American Gypsies),Kalderas,Kalderash,Louara,Lovara,Machwaya,Macwaya,Meksikaya,North American Rom,Poshrat,Rom,Roma,Romani,Romany,Romnichai,Rusuya,Travelers"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","N008","North American Rom","6,17,18","None","N008","North American Rom","","North American Rom","1973","1973","Toronto and Montreal","Eastern Canada","None","NA","None","Canada","0.0","0","None","Romani, Vlach","RMY","None","Arxentinuya,Grekuya,Gypsies (North American),Gypsy (North American),Immigrants (North American Gypsies),Kalderas,Kalderash,Louara,Lovara,Machwaya,Macwaya,Meksikaya,North American Rom,Poshrat,Rom,Roma,Romani,Romany,Romnichai,Rusuya,Travelers"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","N008","North American Rom","1,2,5,7,8,9,11,15,17,19,20,21,22","None","N008","North American Rom","","North American Rom","9999","9999","None","None","None","NA","None","Canada; United States","0.0","0","None","Romani, Vlach","RMY","None","Arxentinuya,Grekuya,Gypsies (North American),Gypsy (North American),Immigrants (North American Gypsies),Kalderas,Kalderash,Louara,Lovara,Machwaya,Macwaya,Meksikaya,North American Rom,Poshrat,Rom,Roma,Romani,Romany,Romnichai,Rusuya,Travelers"
"None","None","None","None","Na34","Pekangekum","1940","None","Na34","Pekangekum","1940","None","None","None","None","None","0","42","Boreal Forest","None","None","NG06","Ojibwa","22","None","NG06","Ojibwa","http://ehrafworldcultures.yale.edu/document?id=ng06-022
","Northern Ojibwa","1950","1950","None","Berens River","None","NA","None","Canada","1.1","1949","Source is SCCS-186;  Berens River bands population only.","Ojibwa, Severn","OJB","See 0498+1800","American Indians (Ojibwa),Anishinaabe,Anishinabe,Bad River Reservation (Wis.),Bay Mills Reservation (Mich.),Bungee,Bungi,Chippewa,Chippewa (Southeastern),Deer Creek Reservation,Dokis,Fond du Lac Reservation (Minn.),Grand Portage Reservation (Minn.),Indians (Ojibwa),Isabella Reservation (Michigan),L'Anse Reservation, Minn.,Lac Courte Oreilles Reservation (Wisconsin),Lac du Flambeau Reservation (Wisconsin),Metchif,Mille Lacs Reservation, Minn.,Missisauga,Mole Lake Reservation, Wis.,Native Americans (Ojibwa),Nett Lake Reservation, Minn.,Nipigon,Nipissing,Northern Ojibwa,Odawa,Oji-Cree,Ojibwa (Northern),Ojibwa (Plains),Ojibwa (Southeastern),Ojibwa Indians,Ojibway,Ojibwe,Ojicree,Ottawa,Pekangekum,Pembina,Plains Ojibwa,Red Cliff Reservation (Wis.),Red Lake Reservation (Minn.),Salteaux,Saugeen,Saulteaux,Sauteurs,Southeastern Ojibwa,Southwestern Chippewa,St. Croix Reservation (Wis.),Turtle Mountain Reservation (N.Dak.),White Earth Reservation (Minn.)"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","42","Boreal Forest","None","None","NG06","Ojibwa","3","None","NG06","Ojibwa","http://ehrafworldcultures.yale.edu/document?id=ng06-003
","Northern Ojibwa","1900","1900","None","None","None","NA","None","Canada","1.5","1909","Source is HRAF 3:Skinner p. 118;  very rough population estimate.","Ojibwa, Severn","OJB","See 0498+1800","American Indians (Ojibwa),Anishinaabe,Anishinabe,Bad River Reservation (Wis.),Bay Mills Reservation (Mich.),Bungee,Bungi,Chippewa,Chippewa (Southeastern),Deer Creek Reservation,Dokis,Fond du Lac Reservation (Minn.),Grand Portage Reservation (Minn.),Indians (Ojibwa),Isabella Reservation (Michigan),L'Anse Reservation, Minn.,Lac Courte Oreilles Reservation (Wisconsin),Lac du Flambeau Reservation (Wisconsin),Metchif,Mille Lacs Reservation, Minn.,Missisauga,Mole Lake Reservation, Wis.,Native Americans (Ojibwa),Nett Lake Reservation, Minn.,Nipigon,Nipissing,Northern Ojibwa,Odawa,Oji-Cree,Ojibwa (Northern),Ojibwa (Plains),Ojibwa (Southeastern),Ojibwa Indians,Ojibway,Ojibwe,Ojicree,Ottawa,Pekangekum,Pembina,Plains Ojibwa,Red Cliff Reservation (Wis.),Red Lake Reservation (Minn.),Salteaux,Saugeen,Saulteaux,Sauteurs,Southeastern Ojibwa,Southwestern Chippewa,St. Croix Reservation (Wis.),Turtle Mountain Reservation (N.Dak.),White Earth Reservation (Minn.)"
"None","None","None","None","Na35","Nipigon","1800","None","Na35","Nipigon","1800","None","None","None","None","None","0","42","Boreal Forest","None","None","NG06","Ojibwa","18,19,23","None","NG06","Ojibwa","http://ehrafworldcultures.yale.edu/document?id=ng06-018
http://ehrafworldcultures.yale.edu/document?id=ng06-019
","Northern Ojibwa","1800","1800","None","None","None","NA","None","Canada","0.0","0","None","Ojibwa, Severn","OJB","Synonyms are Cree-Saulteaux, Cree, Northern Ojibwa.","American Indians (Ojibwa),Anishinaabe,Anishinabe,Bad River Reservation (Wis.),Bay Mills Reservation (Mich.),Bungee,Bungi,Chippewa,Chippewa (Southeastern),Deer Creek Reservation,Dokis,Fond du Lac Reservation (Minn.),Grand Portage Reservation (Minn.),Indians (Ojibwa),Isabella Reservation (Michigan),L'Anse Reservation, Minn.,Lac Courte Oreilles Reservation (Wisconsin),Lac du Flambeau Reservation (Wisconsin),Metchif,Mille Lacs Reservation, Minn.,Missisauga,Mole Lake Reservation, Wis.,Native Americans (Ojibwa),Nett Lake Reservation, Minn.,Nipigon,Nipissing,Northern Ojibwa,Odawa,Oji-Cree,Ojibwa (Northern),Ojibwa (Plains),Ojibwa (Southeastern),Ojibwa Indians,Ojibway,Ojibwe,Ojicree,Ottawa,Pekangekum,Pembina,Plains Ojibwa,Red Cliff Reservation (Wis.),Red Lake Reservation (Minn.),Salteaux,Saugeen,Saulteaux,Sauteurs,Southeastern Ojibwa,Southwestern Chippewa,St. Croix Reservation (Wis.),Turtle Mountain Reservation (N.Dak.),White Earth Reservation (Minn.)"
"127","Northern Saulteaux","1930","None","Na33","Northern Sault","1870","None","Na33","Northern Saulteaux","1870","EA-Summ. uses date of 1870, but later, using same sources, changes date to 1930 (see AWC below).","N03a","Saulteaux","1930","None","0","42","Boreal Forest","None","None","NG06","Ojibwa","4,21","None","NG06","Ojibwa","http://ehrafworldcultures.yale.edu/document?id=ng06-004
http://ehrafworldcultures.yale.edu/document?id=ng06-021
http://ehrafworldcultures.yale.edu/document?id=ng06-058 (partial)
http://ehrafworldcultures.yale.edu/document?id=ng06-059
http://ehrafworldcultures.yale.edu/document?id=ng06-067
http://ehrafworldcultures.yale.edu/document?id=ng06-076
http://ehrafworldcultures.yale.edu/document?id=ng06-077
http://ehrafworldcultures.yale.edu/document?id=ng06-078
","Northern Ojibwa","1930","1930","None","Berens River","None","NA","None","Canada","0.9","1930","Berens River band only;  source is SCCS-186.","Ojibwa, Severn","OJB","See 0498+1800","American Indians (Ojibwa),Anishinaabe,Anishinabe,Bad River Reservation (Wis.),Bay Mills Reservation (Mich.),Bungee,Bungi,Chippewa,Chippewa (Southeastern),Deer Creek Reservation,Dokis,Fond du Lac Reservation (Minn.),Grand Portage Reservation (Minn.),Indians (Ojibwa),Isabella Reservation (Michigan),L'Anse Reservation, Minn.,Lac Courte Oreilles Reservation (Wisconsin),Lac du Flambeau Reservation (Wisconsin),Metchif,Mille Lacs Reservation, Minn.,Missisauga,Mole Lake Reservation, Wis.,Native Americans (Ojibwa),Nett Lake Reservation, Minn.,Nipigon,Nipissing,Northern Ojibwa,Odawa,Oji-Cree,Ojibwa (Northern),Ojibwa (Plains),Ojibwa (Southeastern),Ojibwa Indians,Ojibway,Ojibwe,Ojicree,Ottawa,Pekangekum,Pembina,Plains Ojibwa,Red Cliff Reservation (Wis.),Red Lake Reservation (Minn.),Salteaux,Saugeen,Saulteaux,Sauteurs,Southeastern Ojibwa,Southwestern Chippewa,St. Croix Reservation (Wis.),Turtle Mountain Reservation (N.Dak.),White Earth Reservation (Minn.)"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Paiute(Surprise Valley)","NR13","Northern Paiute","10(partial),12","None","NR13","Northern Paiute","http://ehrafworldcultures.yale.edu/document?id=nr13-010 (partial)
","Northern Paiute","9999","9999","None","None","None","NA","None","United States","0.0","0","None","Paiute, Northern","PAO","None","American Indians (Northern Paiute),Atsakudokwa,Eastern Mono,Kidutokado,Kuyuidokado,Mono Pi-Utes,Nimi,North Monoish Paiute Indians,Numa,Numu,Owens Valley Paiute,Paiute,Paviotso,Piute,Py-utes,Sawakudokwa,Surprise Valley Paiute,Tagotoka,Toedokado,Tunava,Wadadokado,Wadatkuht"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Paiute(Surprise Valley)","None","None","None","None","None","None","None","Northern Paiute","9999","9999","None","None","None","NA","None","United States","0.0","0","None","Paiute, Northern","PAO","None",""
"None","None","None","None","Nc17","Northern Pomo","1860","None","Nc17","Northern Pomo","1860","None","None","None","None","None","1","None","None","None","None","NS18","Pomo","16,22","None","NS18","Pomo","http://ehrafworldcultures.yale.edu/document?id=ns18-022
","Northern Pomo","1860","1860","None","None","Trait distribution study.","NA","None","United States","1.0","1850","Source is HRAF 1:Kroeber, p. 237 (Northern Pomo).","Pomo","POO","None","American Indians (Pomo),Bidakamtata,Boya,Central Pomo,Che'e Foka,Eastern Pomo,Gallinomero,Habenapo,Indians (Pomo),Kale,Kashaya,Konhomtata,Kuhlanapo,Native Americans (Pomo),Northeastern Pomo,Northern Pomo,Pomo (Central),Pomo (Eastern),Pomo (Northeastern),Pomo (Northern),Pomo (Southeastern),Pomo (Southern),Pomo (Southwestern),Salt Pomo,Shokowa,Southeastern Pomo,Southern Pomo,Southwestern Pomo,Yokaya"
"None","None","None","None","Na12","Nunamiut","1950","None","Na12","Nunamiut","1950","None","N01b","Nunamiut","1949","None","0","None","None","None","None","None","None","None","None","None","None","None","Nunamiut","1930","1930","None","None","Special reference is made to the Anaktuvuk valley.","NA","Eskimo and Inuit","United States","0.0","0","None","Eskimo, North Alaskan","ESI","None",""
"None","None","None","None","Na06","Nunivak","1930","None","Na06","Nunivak","1930","None","N01e","Nunivak Eskimo","1930","None","0","None","None","West Alaska Eskimo","None","None","None","None","None","None","None","None","Nunivak","1930","1930","None","None","None","NA","Eskimo and Inuit","United States","0.0","0","None","Eskimo, Central Yupik","ESU","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Nunivak Eskimo","None","None","None","None","None","None","None","Nunivak","9999","9999","None","None","None","NA","Eskimo and Inuit","United States","0.0","0","None","Eskimo, Central Yupik","ESU","None",""
"143","Omaha","1860","None","Nf03","Omaha","1850","None","Nf03","Omaha","1850","None","N16a","Omaha","1860","None","0","None","None","Omaha","None","NQ12","Dhegiha","1,2,4,5","None","NQ21","Omaha","http://ehrafworldcultures.yale.edu/document?id=nq21-001
http://ehrafworldcultures.yale.edu/document?id=nq21-002
http://ehrafworldcultures.yale.edu/document?id=nq21-004
http://ehrafworldcultures.yale.edu/document?id=nq21-005
","Omaha","1850","1850","None","None","Memory ethnography","NA","Plains","United States","1.4","1851","Source is HRAF 33:Steffens, p.2","Omaha","OMA","None","Dhegiha,Maha,Omaha,Umaha,Umonha,Umonhon"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Omaha","None","None","None","None","None","None","None","Omaha","9999","9999","None","None","None","NA","Plains","United States","0.0","0","None","Omaha","OMA","None",""
"None","None","None","None","Ni08","Opata","9999","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Opata","8888","8888","None","None","None","NA","None","Mexico","60.0","9999","None","Tarahumara, ?","999","Probably one of the Tarahumara languages in Ethnologue",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Opata","None","None","None","None","None","None","None","Opata","9999","9999","None","None","None","NA","None","Mexico","0.0","0","None","Tarahumara, ?","999","Probably one of the Tarahumara languages in Ethnologue.",""
"None","None","None","None","Nf11","Oto","1870","None","Nf11","Oto","1870","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Oto","1870","1870","None","None","None","NA","Plains","United States","0.0","0","None","Oto","OTO","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Oto","None","None","None","None","None","None","None","Oto","9999","9999","None","None","None","NA","Plains","United States","0.0","0","None","Oto","OTO","None",""
"None","None","None","None","Nj13","Otomi","1900","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Otomi","1900","1900","None","None","None","NA","None","Mexico","0.0","0","None","Otomi, ?","999","Ethnologue lists many Otomi languages",""
"None","None","None","None","Na40","Ottawa","1650","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Ottawa","1650","1650","None","None","None","NA","None","Canada","0.0","0","None","Ojibwa, Eastern","OJG","None",""
"None","None","None","None","Nd57","Pahvant","1860","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Pahvant","1860","1860","None","Sevier Desert Ute","None","NA","None","United States","0.0","0","None","Ute-Southern Paiute","UTE","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","NT22","Western Shoshone","11,19","None","None","None","None","Panamint","9999","9999","Saline Valley","None","None","NA","None","United States","0.0","0","None","Shoshoni","SHH","None",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","NT22","Western Shoshone","12,13","None","None","None","None","Panamint","1890","1890","Saline Valley","None","None","NA","None","United States","0.0","0","None","Shoshoni","SHH","None",""
"None","None","None","None","Nd32","Panamint","1850","None","Nd32","Panamint","1850","None","None","None","None","None","0","None","None","None","None","NT22","Western Shoshone","1","None","NT22","Western Shoshone","","Panamint","1850","1850","Saline Valley","None","None","NA","None","United States","0.1","1870","Only 65 people in 1870","Shoshoni","SHH","None","American Indians (Western Shoshone),Beatty Shoshone,Beatty Shoshoni,Elko Shoshone,Elko Shoshoni,Ely Shoshone,Ely Shoshoni,Goshute,Gosiute,Hamilton Shoshone,Hamilton Shoshoni,Koso,Lida Shoshone,Lida Shoshoni,Mahaguaduka Shoshone,Mahaguaduka Shoshoni,Panamint,Shoshone (Beatty),Shoshone (Elko),Shoshone (Ely),Shoshone (Hamilton),Shoshone (Lida),Shoshone (Mahaguaduka),Shoshone (Western),Shoshone (Wiyambituk),Shoshoni (Beatty),Shoshoni (Elko),Shoshoni (Ely),Shoshoni (Hamilton),Shoshoni (Lida),Shoshoni (Mahaguaduka),Shoshoni (Western),Shoshoni (Wiyambituk),Western Shoshoni,Wiyambituk Shoshone,Wiyambituk Shoshoni"
"None","None","None","None","Nd50","Panguitch Paiu","1860","None","None","None","None","None","None","None","None","None","0","None","None","None","None","None","None","None","None","None","None","None","Panguitch Paiute","1860","1860","None","None","None","NA","None","United States","-0.1","1870","None","Ute-Southern Paiute","UTE","None",""
"None","None","None","None","Ni02","Papago","1930","None","Ni02","Papago","1930","None","N24c","Papago","1910","None","0","None","None","Papago","None","NU28","Papago","1(partial),2(partial), 4,5,11(partial),12,13,16,17","None","NU79","O'odham","http://ehrafworldcultures.yale.edu/document?id=nu79-001 (partial)
http://ehrafworldcultures.yale.edu/document?id=nu79-002 (partial)
http://ehrafworldcultures.yale.edu/document?id=nu79-004
http://ehrafworldcultures.yale.edu/document?id=nu79-005
http://ehrafworldcultures.yale.edu/document?id=nu79-017
","Papago","1930","1930","None","None","None","NA","None","Mexico; United States","5.0","1935","Source is HRAF 2:Underhill p. v.","Papago-Pima","PAP","See 0184+1900","Akimel O'odham,Areneno,Gila River Pima,Gileno,Hia-Ced O'odham,Papabota,Papago,Piato,Pima,Pima Alta,Pima-Papago,Sand Papago,Soba,Sobaipuri,Tohono O'odham,Upper Pima"
"151","Papago","1910","Based on Underhill's work.","Ni2","Papago","1930","None","Ni2","Papago","1930","None","N24c","Papago","1910","None","0","None","None","None","None","NU28","Papago","1(partial),2(partial),3(partial),6(partial),11(partial), 7","None","NU79","O'odham","http://ehrafworldcultures.yale.edu/document?id=nu79-001 (partial)
http://ehrafworldcultures.yale.edu/document?id=nu79-002 (partial)
http://ehrafworldcultures.yale.edu/document?id=nu79-003 (partial)
","Papago","1900","1900","None","None","None","NA","None","Mexico; United States","5.0","1906","Source is SCCS-186 print-out.","Papago-Pima","PAP","Ethnologue gives Nevome, Nebome and Upper Piman as alternate  names.  Papago and Pima are also given as dialects.","Akimel O'odham,Areneno,Gila River Pima,Gileno,Hia-Ced O'odham,Papabota,Papago,Piato,Pima,Pima Alta,Pima-Papago,Sand Papago,Soba,Sobaipuri,Tohono O'odham,Upper Pima"
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","None","NU28","Papago","18,19","None","None","None","None","Papago","1950","1950","None","None","None","NA","None","Mexico; United States","12.0","1959","Source is HRAF 18:Kelly.","Papago-Pima","PAP","See 0184+1900",""
"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","0","None","None","None","Papago","None","None","None","None","None","None","None","Papago","9999","9999","None","None","None","NA","None","United States","0.0","0","None","Papago-Pima","PAP","None",""
"None","None","None","None","Sb05","Paraujano","1950","None","Sb05","Paraujano","1950","None","S04c","Paraujano","1950","None","0","None","None","None","None","None","None","None","None","None","None","None","Paraujano","1950","1950","None","None","None","SA","None","Venezuela","1.2","1958","None","Paraujano","PBG","None",""
